Park,Macroplot,SampleEventDate,SampleEventTeam,SampleEventComment,MonStatusOrd,MonStatus,DefaultMonStatus,Purpose,LocatedBy,Type,Latitude,Longitude,UTM_X,UTM_Y,UTM_Zone,Datum,PDOP,Precision,DateIn,FutureVisit,DateOut,Elevation,ElevationUnits,Azimuth,Aspect,SlopeHill,SlopeTransect,StartPoint,Directions,Comments,MetaData,UV1,UV2,UV3,UV4,UV5,UV6,UV7,UV8
CRLA,B:FPICO1BY08:02,9/10/07 13:39,"Smith, Minniti, Rupert",no PRE read,0,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO1BY08:02,8/16/11 13:28,,,1,01Yr05,Re01Year05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO1BY08:03,,,,,,,Bybee,,Forest,,,564744,4751736,10,NAD83,0,0,9/10/07,,,,,170,,0,0,,,,"Subsample comments:  Fuels_1:  Herbaceous:  Overstory_Q1:  Overstory_Q2:  Poles_Q1:  Seedling_Belt: seedlings entered into ""density"" form, all other data entered into ""cover by frame"" Shrubs: ",,,,,,,,
CRLA,B:FPICO1BY08:03,9/10/07 13:39,"Smith, Minniti, Rupert",no PRE read,0,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO1BY08:03,8/16/11 13:28,,,1,01Yr05,Re01Year05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO1BY08:04,,,,,,,Bybee,,Forest,,,564535,4751901,10,NAD83,0,0,9/10/07,,,5956,feet,310,0,0,0,,,,"Subsample comments:  Fuels_1:  Herbaceous:  Overstory_Q1&Q2: looks like we didn't seperate overstory into Q1 and Q2 oops! so these are trees from the whole plot Poles_Q1:  Seedling_Belt: seedlings entered into ""density"" form, all other data entered into ""cover by frame"" Shrubs: ",,,,,,,,
CRLA,B:FPICO1BY08:04,9/10/07 13:40,"Smith, Rupert, Minniti",no PRE read,0,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO1BY08:04,8/16/11 13:29,,,1,01Yr05,Re01Year05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO1D08:03,,,,,,,Cornerstone,,Forest,,,580828,4769995,10,NAD83,0,0,8/15/06,,,5250,feet,211,180,3,2,,,,Subsample comments:  fuel1: From FMH 1052 fuel2: From FMH 1052 fuel3: From FMH 1052 fuel4: From FMH 1052 herbq4: From FMH 1049 overq1: From FMH 1039 overq2: From FMH 1040 overq3: From FMH 1041 overq4: From FMH 1042 poleq1:  seed_5x10: From FMH 1047 shrubq4_5m: From FMH 1036,,,,,,,,
CRLA,B:FPICO1D08:03,8/15/06 9:55,"JUDU, CAMI, CHFR, ",,0,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO1D08:03,9/24/07 8:44,Pt Reyes Crew,,1,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO1D08:03,8/22/08 9:03,"Rehlaender, Lee, Landgrebe",,2,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO1D08:03,7/10/09 9:44,"Rehlaender, Cofer, Arnold, Arellano",,3,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO1D08:03,8/17/10 7:12,,Seedlings read only,4,01Yr03,Re01Year03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO1D08:03,8/15/12 15:15,,,5,01Yr05,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO1D08:03,8/25/16 19:53,,,6,01Yr09,01Yr09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:01,,,,,,,Cornerstone,,Forest,,,580181,4770757,10,NAD83,0,0,9/22/05,,,5332,feet,34,60,4,3,,,,Subsample comments:  fuel1: From FMH 1052 fuel2: From FMH 1052 fuel3: From FMH 1052 fuel4: From FMH 1052 herbq4: From FMH 1049 overq: From FMH 1040 overq1: From FMH 1039 overq3: From FMH 1041 overq4: From FMH 1042 poleq1: From FMH 1043 seed_5x10: From FMH 1047 shrbq4_10m_belt: From FMH 1036,,,,,,,,
CRLA,B:FPICO2D08:01,9/22/05 14:40,"Lininger, Rehlaender, JUDU, CHFR, JEGR, CAMI, Dane",,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:01,8/20/08 16:05,,,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:01,7/9/09 9:17,"Rehlaender,  Cofer,  Arnold,  Arellano",,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:01,8/23/10 7:30,,Seedlings read only,5,01Yr03,Re01Year03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:01,8/14/12 15:16,,,6,01Yr05,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:01,7/31/16 20:27,,,7,01Yr09,01Yr09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:02,,,,,,,Cornerstone,,Forest,,,580135,4769889,10,NAD83,0,0,9/25/05,,,5348,feet,209,0,10,0,,,,"Subsample comments:  fuel1: Post Burn Severity: FEAT data sheets are in meters, but data was taken at points in FEET! Why isn't there an English data sheet in FEAT?? fuel2: From FMH 1052 fuel3: From FMH 1052 fuel4: From FMH 1052 herbq4: From FMH 1049 overq1: From FMH 1039 overq2: From FMH 1040 overq3: From FMH 1041 overq4: From FMH 1042 poleq1:  seed_5x10: From FMH 1047 shrbq4_10 m belt: ",,,,,,,,
CRLA,B:FPICO2D08:02,9/25/05 15:57,"Lininger, Rehlaender, Dane, CAMI, CHFR, Gorospe, JUDU",,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:02,9/24/07 8:21,Pt Reyes crew,,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:02,8/19/08 15:39,"Rehlaender, Lee, Landgrebe",,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:02,7/10/09 10:20,"Rehlaender, Cofer, Arellano, Arnold",,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:02,8/22/10 7:31,,Seedlings read only,5,01Yr03,Re01Year03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:02,8/15/12 15:16,,,6,01Yr05,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:02,8/25/16 19:09,,,7,01Yr09,01Yr09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:03,,,,,,,Phoenix,,Forest,,,581301,4768177,10,NAD83,0,0,8/13/06,,,5210,feet,125,0,0,0,,,,Subsample comments:  fuel1: From FMH 1052 fuel2: From FMH 1052 fuel3: From FMH 1052 fuel4: From FMH 1052 herbq4: From FMH 1049 overq1: From FMH 1039 overq2: From FMH 1040 overq3: From FMH 1041 overq4: From FMH 1042 poleq1: From FMH 1043 seed_5x10: From FMH 1047 shrbq4_5 m belt: From FMH 1036,,,,,,,,
CRLA,B:FPICO2D08:03,8/13/06 16:11,"DuBose, Gorospe, Farris, ",,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:03,7/10/10 11:13,,,1,00Pre,Pre00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:03,9/23/10 8:16,,,2,01Post,Post01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:03,7/23/11 13:13,,,3,01Yr01,Re01Year01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:03,8/16/12 15:17,,,4,01Yr02,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:04,,,,,,,Cornerstone,,Forest,,,580074,4770532,10,NAD83,0,0,9/21/05,,,5388,feet,342,0,0,0,,,,Subsample comments:  fuel1: From FMH 1052 fuel2: From FMH 1052 fuel3: From FMH 1052 fuel4: From FMH 1052 herbq4: From FMH 1049 overq1: From FMH 1039 overq2: From FMH 1040 overq3: From FMH 1041 overq4: From FMH 1042 poleq1: From FMH 1043 seed_5x10: From FMH 1047 shrbq4_10 m belt: ,,,,,,,,
CRLA,B:FPICO2D08:04,9/21/05 9:08,"Rehlaender, Lininger, DuBose, Gorospe, Minniti",,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:04,8/21/08 14:54,"Rehlaender, Lee, Landgrebe",,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:04,7/9/09 10:26,"Rehlaender, Cofer, Arnold, Arellano",,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:04,8/23/10 7:33,,Seedlings read only,5,01Yr03,Re01Year03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:04,8/14/12 15:17,,,6,01Yr05,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:04,8/25/16 20:44,,,7,01Yr09,01Yr09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:05,,,,,,,Phoenix,,Forest,,,581327,4768594,10,NAD83,0,0,9/26/05,,,5144,feet,325,90,3,3,,,,Subsample comments:  fuel1: From FMH 1052 fuel2: From FMH 1052 fuel3: From FMH 1052 fuel4: From FMH 1052 herbq4: From FMH 1049 overq1: From FMH 1039 overq2: From FMH 1040 overq3: From FMH 1041 overq4: From FMH 1042 poleq1:  seed_5x10: From FMH 1047 shrbq4_10 m belt: ,,,,,,,,
CRLA,B:FPICO2D08:05,9/26/05 8:47,"Dane, Lininger, Rehlaender",,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:05,7/10/10 13:24,MAWI6  ANST6  TOER6,,1,00Pre,Pre00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:05,9/14/10 9:48,,,2,01Post,Post01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:05,7/23/11 13:11,,,3,01Yr01,Re01Year01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO2D08:05,8/16/12 15:17,,,4,01Yr02,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:01,,,,,,,Cornerstone,,Forest,,,580715,4770641,10,NAD83,0,0,9/27/05,,,5300,feet,160,80,7,3,,,,"Subsample comments:  fuel1: For all post-burn severity- sampled veg and substrate at normal points along tape (in feet), however, the data sheets in FEAT are in meters : (...did not convert to meters fuel2: From FMH 1052 fuel3: From FMH 1052 fuel4: From FMH 1052 herbq4: From FMH 1049 overq1: From FMH 1039 overq2: From FMH 1040 overq3: From FMH 1041 overq4: From FMH 1042 poleq1:  seed_5x10: From FMH 1047 shrubq4_10 m belt: ",,,,,,,,
CRLA,B:FPICO3D08:01,9/27/05 15:56,,,1,00Pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:01,9/24/07 16:32,Pt. Reyes crew,,2,01Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:01,8/21/08 8:16,"Rehlaender, Landgrebe, Lee",,3,01Yr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:01,7/10/09 10:29,"Rehlaender, Cofer, Arellano, Arnold",,4,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:01,8/17/10 7:33,,Seedlings read only,5,01Yr03,Re01Year03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:01,8/14/12 15:18,,,6,01Yr05,01Yr05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:01,8/24/16 20:06,,,7,01Yr09,01Yr09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:02,,,,,,,Phoenix,,Forest,,,581296,4767283,10,NAD83,0,0,9/28/05,,,5189,feet,268,315,7,7,,,,Subsample comments:  fuel1:  fuel2:  fuel3:  fuel4:  herbq4:  overq1:  overq2:  overq3:  overq4:  poleq1:  seed_5x10:  shrubq4_10 m belt: ,,,,,,,,
CRLA,B:FPICO3D08:02,9/28/05 8:41,"Rehlaender, Dane, Lininger, Murray",,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:02,7/9/10 16:49,,,1,00Pre,Pre00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:02,9/23/10 8:25,666 Devils Crew,,2,01Post,Post01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:02,7/24/11 13:20,,,3,01Yr01,Re01Year01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:02,8/16/12 15:18,,,4,01Yr02,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:03,,,,,,,Phoenix,,Forest,,,581180,4767933,10,NAD83,0,0,8/13/06,,,5167,feet,75,86,17,17,,,,"Subsample comments:  fuel1: From FMH 1052 fuel2: From FMH 1052 fuel3: From FMH 1052 fuel4: From FMH 1052 herbq4t: From FMH 1049 overq1: From FMH 1039 overq2: From FMH 1040 overq3: From FMH 1041 overq4: From FMH 1042 poleq1: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is sampling poles in ALL quarters.  From FMH 1043 <Merged from SubSample poleq1_Actual Protocol> seed_5x10: From FMH 1047 shrbq4_5x50_belt: From FMH 1036",,,,,,,,
CRLA,B:FPICO3D08:03,8/14/06 11:10,"DuBose, Gorospe, Minniti, Frenzen",,0,00Pro1,Pre00Year01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:03,7/9/10 14:51,,,1,00Pre,Pre00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:03,9/23/10 8:23,666 Devils Crew,,2,01Post,Post01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:03,7/24/11 13:15,,,3,01Yr01,Re01Year01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPICO3D08:03,8/16/12 15:19,,,4,01Yr02,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:01,,,,,,,Timber Crater,,Forest,,,581418,4764033,10,NAD83,0,0,7/20/95,,,5217,feet,60,90,0,0, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,"Subsample comments:  fuel1: From FMH 1052 fuel1_100 ft fuels: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is a fuel transect of 100 ft for 1,000 hr fuels.    From FMH 1052 fuel2: From FMH 1052 fuel2_100 ft fuels: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is a fuel transect of 100 ft for 1,000 hr fuels.  From FMH 1052 fuel3: From FMH 1052 fuel3_100 ft fuels: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is a fuel transect of 100 ft for 1,000 hr fuels.  From FMH 1052 fuel4: From FMH 1052 fuel4_100 ft fuels: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is a fuel transect of 100 ft for 1,000 hr fuels.  From FMH 1052 herbq3: From FMH 1050 herbq4: From FMH 1049 overq1: From FMH 1039 overq2: From FMH 1040 overq3: From FMH 1041 overq4: From FMH 1042 poleq1: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is sampling poles in ALL quarters.  From FMH 1043 <Merged from SubSample poleq1_Actual Protocol> poleq2: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is sampling poles in ALL quarters.  From FMH 1044 poleq3: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is sampling poles in ALL quarters.  From FMH 1045 poleq4: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is sampling poles in ALL quarters.  From FMH 1046 seed_10x25_belt: From FMH 1047 seed_5 x 10 m belt: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is sampling seedlings in a 5 x 10 m subsample of quarter 1.  From FMH 1047 shrbq3_10 m belt: There are no visits assigned to this subsample, however there was data collected in the past in a 10 m belt width (it is in hardcopy form in the archival folders).  At some point in the future, there may be a need/want to enter this data into this subsample.    From FMH 1037 shrbq3_2 m belt: There are no visits assigned to this subsample, however there was data collected in the past in a 2 m belt width (it is in hardcopy form in the archival folders).  At some point in the future, there may be a need/want to enter this data into this subsample.  From FMH 1037 shrbq3_5m_belt: From FMH 1037 shrbq4_10 m belt: There are no visits assigned to this subsample, however there was data collected in the past in a 10 m belt width (it is in hardcopy form in the archival folders).  At some point in the future, there may be a need/want to enter this data into this subsample.  From FMH 1036 shrbq4_2 m belt: There are no visits assigned to this subsample, however there was data collected in the past in a 2 m belt width (it is in hardcopy form in the archival folders).  At some point in the future, there may be a need/want to enter this data into this subsample.  From FMH 1036 shrbq4_5m_belt: From FMH 1036",,,,,,,,
CRLA,B:FPIPO1D09:01,6/10/95,ALTERNATE PROTOCOLS IN THIS READ!,The data contained in this read differs from the current protocols.  See metadata for more info.                                                                ,1,00Pro1_alt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:01,7/18/98,ALTERNATE PROTOCOLS IN THIS READ!,The data contained in this read differs from the current protocols.  See metadata for more info.                                                           ,3,00Pro2_alt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:01,6/22/01,ALTERNATE PROTOCOLS IN THIS READ!,The data contained in this read differs from the current protocols.  See metadata for more info.                                                                 ,5,00Pre_alt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:01,10/23/01,ALTERNATE PROTOCOLS IN THIS READ!,The data contained in this read differs from the current protocols.  See metadata for more info.                                                                ,7,01Post_alt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:01,7/16/02,ALTERNATE PROTOCOLS IN THIS READ!,The data contained in this read differs from the current protocols.  See metadata for more info.                                                                 ,9,01Yr01_alt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:01,8/31/03 15:30,DuBose Senyszyn Rodriguez,,10,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:01,7/21/11 13:19,,,12,01Yr10,Re01year10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:02,,,,,,,Timber Crater,,Forest,,,580984,4764020,10,NAD83,0,0,6/10/95,,,5306,feet,154,90,5,5, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,"Subsample comments:  fuel1: From FMH 1052 <Merged from SubSample fuel1_Actual Protocol> fuel1_100 ft fuels: From FMH 1052 fuel2: From FMH 1052 <Merged from SubSample fuel2_Actual Protocol> fuel2_100 ft fuels: From FMH 1052 fuel3: From FMH 1052 <Merged from SubSample fuel3_Actual Protocol> fuel3_100 ft fuels: From FMH 1052 fuel4: From FMH 1052 <Merged from SubSample fuel4_Actual Protocol> fuel4_100 ft fuels: From FMH 1052 herbq3: From FMH 1050 <Merged from SubSample tranq3_Actual Protocol> herbq4: From FMH 1049 <Merged from SubSample tranq4_Actual Protocol> overq1: From FMH 1039 <Merged from SubSample overq1_Actual Protocol> overq2: From FMH 1040 <Merged from SubSample overq2_Actual Protocol> overq3: From FMH 1041 <Merged from SubSample overq3_Actual Protocol> overq4: From FMH 1042 <Merged from SubSample overq4_Actual Protocol> poleq1: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is sampling poles in ALL quarters.  From FMH 1043 <Merged from SubSample poleq1_Actual Protocol> <Merged from SubSample poleq1_All quarters> poleq2: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is sampling poles in ALL quarters.  From FMH 1044 <Merged from SubSample poleq2_All quarters> poleq3: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is sampling poles in ALL quarters.  From FMH 1045 <Merged from SubSample poleq3_All quarters> poleq4: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is sampling poles in ALL quarters.  From FMH 1046 <Merged from SubSample poleq4_All quarters> seed_5 x 10 m belt: From FMH 1047 seed_5x10: From FMH 1047 <Merged from SubSample seed_Actual Protocol> shrbq3_10 m belt: From FMH 1037 shrbq3_2 m belt: From FMH 1037 shrbq3_5m_belt: From FMH 1037 <Merged from SubSample shrbq3_Actual Protocol> shrbq4_10 m belt: From FMH 1036 shrbq4_2 m belt: From FMH 1036 shrbq4_5m_belt: From FMH 1036 <Merged from SubSample shrbq4_Actual Protocol>",,,,,,,,
CRLA,B:FPIPO1D09:02,6/10/95,,From FMH 1029 ,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:02,7/18/98,ALTERNATE PROTOCOLS IN THIS READ!,The data contained in this read differs from the current protocols.  See metadata for more info.                                                                 ,3,00Pro2_alt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:02,8/7/01,ALTERNATE PROTOCOLS IN THIS READ!,The data contained in this read differs from the current protocols.  See metadata for more info.                                                                 ,5,00Pre_alt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:02,10/23/01,ALTERNATE PROTOCOLS IN THIS READ!,The data contained in this read differs from the current protocols.  See metadata for more info.                                                            ,7,01Post_alt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:02,7/16/02,ALTERNATE PROTOCOLS IN THIS READ!,The data contained in this read differs from the current protocols.  See metadata for more info.                                                         ,9,01Yr01_alt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:02,8/31/03,"JUDU, PASE, KOBE, HANA, DASA, JORO",,10,01Yr02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:02,8/31/03 8:44,ALTERNATE PROTOCOLS IN THIS READ!,The data contained in this read differs from the current protocols.  See metadata for more info.                      ,11,01Yr02_alt,Re01Year02_alt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:02,7/22/11 14:47,"Erdody, Barba, Taipale, Williams",,12,01Yr10,Re01year10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:03,,,,,,,Timber Crater,,Forest,,,581128,4764405,10,NAD83,0,0,7/21/95,,,5379,feet,180,90,10,5, Heading to Plot 0,"Route Description:  Feature Description:  Compass Bearing Feature to Stake: 0Distance from Feature to Stake, meters: 0",From FMH 1028 ,"Subsample comments:  fuel1: From FMH 1052 <Merged from SubSample fuel1_Actual Protocol> fuel1_100 ft fuels: From FMH 1052 fuel2: From FMH 1052 <Merged from SubSample fuel2_Actual Protocol> fuel2_100 ft fuels: From FMH 1052 fuel3: From FMH 1052 <Merged from SubSample fuel3_Actual Protocol> fuel3_100 ft fuels: From FMH 1052 fuel4: From FMH 1052 <Merged from SubSample fuel4_Actual Protocol> fuel4_100 ft fuels: From FMH 1052 herbq3: From FMH 1050 <Merged from SubSample tranq3_Actual Protocol> herbq4: From FMH 1049 <Merged from SubSample tranq4_Actual Protocol> overq1: From FMH 1039 <Merged from SubSample overq1_Actual Protocol> overq2: From FMH 1040 <Merged from SubSample overq2_Actual Protocol> overq3: From FMH 1041 <Merged from SubSample overq3_Actual Protocol> overq4: From FMH 1042 <Merged from SubSample overq4_Actual Protocol> poleq1: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is sampling poles in ALL quarters.  From FMH 1043 <Merged from SubSample poleq1_Actual Protocol> <Merged from SubSample poleq1_All quarters> poleq2: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is sampling poles in ALL quarters.  From FMH 1044 <Merged from SubSample poleq2_All quarters> poleq3: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is sampling poles in ALL quarters.  From FMH 1045 <Merged from SubSample poleq3_All quarters> poleq4: This subsample has ""imaginary"" visits assigned to it, with data reflecting protocols that differ from the current protocols we are using.  In this instance, the different protocol is sampling poles in ALL quarters.  From FMH 1046 <Merged from SubSample poleq4_All quarters> seed_10x25_belt: From FMH 1047 <Merged from SubSample seed_Actual Protocol> seed_5 x 10 m belt: From FMH 1047 shrbq3_10 m belt: From FMH 1037 shrbq3_2 m belt: From FMH 1037 shrbq3_5m_belt: From FMH 1037 <Merged from SubSample shrbq3_Actual Protocol> shrbq4_10 m belt: From FMH 1036 shrbq4_2 m belt: From FMH 1036 shrbq4_5m_belt: From FMH 1036 <Merged from SubSample shrbq4_Actual Protocol>",,,,,,,,
CRLA,B:FPIPO1D09:03,7/21/95 17:05,,,0,00Pro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:03,7/18/98,ALTERNATE PROTOCOLS IN THIS READ!,The data contained in this read differs from the current protocols.  See metadata for more info.                                                             ,3,00Pro2_alt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:03,8/9/01,ALTERNATE PROTOCOLS IN THIS READ!,The data contained in this read differs from the current protocols.  See metadata for more info.                                                                ,5,00Pre_alt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRLA,B:FPIPO1D09:03,10/22/01,ALTERNATE PROTOCOLS IN THIS READ!,The data contained in this read differs from the current protocols.  See metadata for more info.                                                                  ,7,01Post_alt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
